제작자,차명,생산기간,생산기간,리콜개시일,리콜사유
비엠더블유코리아(주),BMW 320d xDrive Gran Turismo,2017-06-19,2017-06-20,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),BMW X1 xDrive18d,2017-03-21,2017-03-21,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),BMW 520d,2017-03-29,2017-03-29,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),BMW 520d xDrive,2017-02-13,2017-06-21,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),MINI Cooper D,2012-09-26,2012-09-26,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),BMW X3 xDrive20d,2017-09-07,2017-09-07,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),MINI Cooper D Countryman,2013-11-18,2013-11-18,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),MINI Cooper D,2017-04-25,2017-06-08,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),BMW X4 xDrive20d,2016-02-13,2017-06-14,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),BMW 730d,2012-10-05,2012-10-05,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),MINI Cooper SD Countryman,2012-12-12,2012-12-12,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
비엠더블유코리아(주),MINI Cooper SD Countryman ALL4,2011-04-21,2014-10-30,2020-03-06,"2018 년 8 월 20 일부터 배기가스재순환장치 냉각기에 대하여 EGR 모듈 교체 방식을 통해 제작결함시정조치를 진행하고 있습니다. 다만, 배기가스재순환장치 냉각기에 대한 전세계적인 기술 조치를 점검하는 과정에서, 해외에서 판매되거나 수리 받은 이력이 있는 경우(11 대), 2017 년 6 월 이후 생산 차량에 2016 년 생산 냉각기가 장착된 경우(9 대) 및 2017 년 3 월 이후 생산 차량으로 냉각기 생산일이 확인되지 않아 2016 년 생산 냉각기가 장착되었을 가능성이 있는 경우(52 대)로 대상 차대가 일부 추가될 필요가 있음이 최근 확인되었습니다. 이에 따라 추가된 차량에 대하여 본건 리콜에 포함하여 실시하려 합니다."
메르세데스벤츠코리아(주),GLC 300 4MATIC,2018-08-17,2018-09-11,2020-03-12,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다."
메르세데스벤츠코리아(주),GLC 350 e 4MATIC,2018-07-24,2018-11-12,2020-03-12,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다."
메르세데스벤츠코리아(주),AMG GLC 43 4MATIC Coupe,2018-07-28,2018-07-28,2020-03-12,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다."
메르세데스벤츠코리아(주),AMG GLC 43 4MATIC,2018-07-28,2018-11-26,2020-03-12,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다."
메르세데스벤츠코리아(주),AMG GLC 63 4MATIC,2018-11-10,2018-11-22,2020-03-12,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다."
메르세데스벤츠코리아(주),AMG GLC 43 4MATIC Coupe,2018-07-23,2018-10-17,2020-03-12,"공급업체의 과도하게 마모된 생산 장비로 인해 앞좌석 안전벨트 버클과 하우징 사이의 치수에 오차가 생겼을 수 있습니다. 앞좌석 안전벨트를 올바르게 착용한 경우에도 미착용으로 잘못 감지될 수 있습니다. 이러한 경우, 계기반의 경고메세지와 경고음이 계속 발생됩니다."
메르세데스벤츠코리아(주),AMG GLC 43 4MATIC,2018-10-17,2018-10-31,2020-03-12,"공급업체의 과도하게 마모된 생산 장비로 인해 앞좌석 안전벨트 버클과 하우징 사이의 치수에 오차가 생겼을 수 있습니다. 앞좌석 안전벨트를 올바르게 착용한 경우에도 미착용으로 잘못 감지될 수 있습니다. 이러한 경우, 계기반의 경고메세지와 경고음이 계속 발생됩니다."
메르세데스벤츠코리아(주),AMG GLC 63 S 4MATIC,2018-07-23,2018-10-17,2020-03-12,"공급업체의 과도하게 마모된 생산 장비로 인해 앞좌석 안전벨트 버클과 하우징 사이의 치수에 오차가 생겼을 수 있습니다. 앞좌석 안전벨트를 올바르게 착용한 경우에도 미착용으로 잘못 감지될 수 있습니다. 이러한 경우, 계기반의 경고메세지와 경고음이 계속 발생됩니다."
메르세데스벤츠코리아(주),GLC 220 d 4MATIC,2018-06-02,2018-06-15,2020-03-12,"공급업체의 과도하게 마모된 생산 장비로 인해 앞좌석 안전벨트 버클과 하우징 사이의 치수에 오차가 생겼을 수 있습니다. 앞좌석 안전벨트를 올바르게 착용한 경우에도 미착용으로 잘못 감지될 수 있습니다. 이러한 경우, 계기반의 경고메세지와 경고음이 계속 발생됩니다."
메르세데스벤츠코리아(주),GLC 300 4MATIC,2018-06-14,2018-10-30,2020-03-12,"공급업체의 과도하게 마모된 생산 장비로 인해 앞좌석 안전벨트 버클과 하우징 사이의 치수에 오차가 생겼을 수 있습니다. 앞좌석 안전벨트를 올바르게 착용한 경우에도 미착용으로 잘못 감지될 수 있습니다. 이러한 경우, 계기반의 경고메세지와 경고음이 계속 발생됩니다."
메르세데스벤츠코리아(주),GLC 350 e 4MATIC,2018-06-05,2018-10-31,2020-03-12,"공급업체의 과도하게 마모된 생산 장비로 인해 앞좌석 안전벨트 버클과 하우징 사이의 치수에 오차가 생겼을 수 있습니다. 앞좌석 안전벨트를 올바르게 착용한 경우에도 미착용으로 잘못 감지될 수 있습니다. 이러한 경우, 계기반의 경고메세지와 경고음이 계속 발생됩니다."
